"original_story","reordered_story"
"I kept hearing a strange noise in the apartment | I was worried that it was mice | I went to the source of the noise | It seemed to becoming from the AC | I opened the blinds to see a group of birds hopping around on the AC","42315"
"Sally thought she hated mustard | She went to McDonalds and got a hamburger | She requested for the hamburger to not have mustard | The chef accidentally put mustard on Sally's hamburger | Sally was surprised to find out that she actually liked mustard","42135"
"In summer of 1992 I learned how to make free money | My friend showed me to put a blank envelope in an atm machine | Next, enter the deposit amount of $400 | Now withdraw $400 | I did as demonstrated but owe BofA $400 to this very day","54123"
"Little Jimmy wore a costume of Cardboard and Foil | He announced to everyone on the street that he was a robot | This wasn't getting the reaction he wanted | He saw the mailman approach and decided to scare him | However, the mailman just slid the mail into Jimmy's mouth hole","12543"
"Tom always wore glasses | He never liked contact lenses | ONe day Tom broke his glasses | He was forced to wear contacts | He got  so many compliments that he decided to wear them more","54132"
"Sara looked in the mirror and she was unhappy | The doctor told her today that she needed to lose 100 pounds | Sara decided to lose weight to make herself more confident | Sara worked out and watched what she ate | A year later Sarah was happy and the doctor said her weight was good","43251"
"One of Jeff's goals is to squat three hundred pounds | He currently squats about two hundred pounds | He trained real hard for six months | He also ate extremely well and got plenty of sleep | He now squats well over three hundred pounds","53142"
"Tim was at a middle school dance | He had never been to a dance before | A girl asked him to dance | Tim turned her down | He stayed watching in the corner instead","13245"
"Elizabeth drew a crayon picture on a post card | Her mom addressed the card to Elizabeth's grandmother | Elizabeth put a stamp in the corner of the post card | Elizabeth and her mom walked to the big blue mailbox | They mailed the postcard to Elizabeth's grandma","54132"
"Bob's hair was almost down to his butt | He'd applied for a job at a bank and knew that wouldn't do | Bob asked his girlfriend to help him cut it | She gave him a professional looking hair cut | Bob went to the interview with his head held high and got the job","35421"
"Linda wanted to make dinner for her family | She decided to make a chicken gumbo | Linda's knees hurt, so she sat down while the chicken cooked | Linda fell asleep soon after | The smoke alarm startled her from her nap","21543"
"One day when I was 12 my cousins came over | We were running around chasing each other | I caught a five year old | He jumped up and hit my jaw, chipping my tooth | I had to go to the dentist and get a cap","51423"
"Andrew loved music | He wanted to learn how to create music | So he joined his school band | He got to play the trumpet | He became good at playing the trumpet","53412"
"Tina became mad when Jeff didn't tell her where he went out | When drew came home, the door was locked | He tried to call Tina to open the door | However, she didn't pick up | Overall, he ended up staying the night with a close friend","14532"
"Sally was planning a wedding | She booked an expensive wedding photographer | She ended up spending a lot of money on other services | She could not afford to pay the photographer | She got her friend to photograph the wedding for free","31425"
"James loved all kinds of spicy food | He owned an impressive collection of hot sauces | He always ordered the spiciest food on the menu | Until one day, he ordered uber hot wings from a local restaurant | His mouth was on fire for days, and James finally met his match","25314"
"I realized it was suspiciously silent | I went into my daughter's room | She was holding a pair of scissors in one hand | In the other hand was a chunk of hair | I guess we'll save money on a haircut","23154"
"The old man was tired of work and wanted to go on vacation | The old man looked at a map and picked a destination | The old man went on vacation to his destination | The old man was lonely on his vacation | The old man realized that home was the best place","53421"
"Rachel was so excited for her baby shower | She had been through so many months of being pregnant | She just wanted a day to relax and see all her friends | She had such a wonderful day and was showered with all these gifts | She thanked everyone and went home to relax and wait for the baby","52143"
"Chip worked at Lockheed Martin | He developed a superweapon for the US | Chip was charged with deploying the first prototype | He witnessed the destructive power on a Pacific island | Chip decided no one should have that power and destroyed it","45123"
"Mason loved to work out | He always worked up quite a sweat and took a shower before going home | He never wore flip flops in the public shower | One day he woke up to his foot itching badly | Turns out, Mason had gotten athlete's foot","15234"
"Sameer was running late to work | Walking down the street, he realized the light was about to turn red | Sameer decided to hurry up and jaywalk | Halfway across the street, he heard a police siren going off | The $200 ticket he got was a reminder to never jaywalk again","41352"
"There was a storm going into Ken's town | He decided to wait until the last minute to buy groceries | When he went to the store they were out of all the essentials | Tim got junk food instead | He made it through the storm but not in a healthy fashion","52431"
"Kevin and Cecilia broke up after a lengthy romance | They stopped communicating but missed each other very much | A few months later, Kevin passed Cecelia while he was walking his dog | Kevin's dog recognized Cecelia and pulled Kevin toward her | Kevin and Cecilia soon rekindled their romance thanks to Kevin's dog","15342"
"Betty had come by Annie's home for dinner | She mentioned that she wanted to see the quilt Annie had finished | After dinner, Annie showed her the quilt | Betty complimented her on the pattern and workmanship | Encouraged by Betty's remarks, Annie entered the quilt in a contest","53214"
"Kim was on her first date with Sammy | She was really nervous because Sammy was beautiful | Within a few minutes of the date Kim realized Sammy was awful | Kim excused herself to the bathroom | She walked out the front door leaving Sammy to eat alone","45312"
"Sally was going on her first plane trip | She felt scared, but tried her best to be brave | After the plane took off she fell asleep | When she woke up she was at her destination | Sally was proud of herself for not letting fear get the best of her!","12534"
"Gavin always told jokes in his classes | Gavin did this because he wanted to cheer his peers up | Everyday, they would laugh at his jokes | At graduation, many people thanked him for being so funny | As a result, he won the award of class clown","15234"
"Tom was watching television one day | He heard a loud pop and saw smoke coming out of it | The repairs to fix it were really expensive | Tom realized it would be cheaper to just buy a new television | He got a bigger screen and more recent technology","54312"
"Bob was playing the new shooter game with his friends online | He was really into the game and played with passion | In an intense match he accidentally cursed out his opponent | His opponent reported him | Bob was banned from playing for a week","43521"
"I was driving down the street one day | Suddenly, my car started shaking and then it stopped | I pulled over onto the curb and called a tow truck | I sat there waiting for almost an hour | A tow truck finally showed up and I went home","25413"
"Mike was short on money | He borrowed some money from some bad people | They wanted it back with interest | He could not keep up | They hurt him bad","12345"
"Shelley had a party hat for a party | She wore it to school | Many people laughed at her | She tried to explain what was going on | The party hat ended up in the garbage","23541"
"Danny lost the remote to his TV | He looked everywhere for it | Eventually he ordered a new remote for his TV | A few weeks later, he saw his dog burying something outside | He investigated and found his missing remote","32145"
"All John wanted is to be happy | He took time to think alone | He reflected on his life | He made progress in understanding himself | He learned what it takes to be happy","34125"
"The alarm bells started ringing out | All the fireman got on their gear and headed to the truck | They set off to the fire in their firetruck | The house was ablaze when they arrived | They fought the fire for many hours before putting it out","51243"
"Ben bought four cans of blue paint | It was a beautiful day to paint his fence | His wife helped him | After they were done the sat on their porch and admired their work | Ben felt very gratified","51342"
"Andrew was in class and needed a pen | He asked three kids for pens and they didn't have a extra pen | He asked more kids and had no luck | Finally he found a kid who had one | Andrew was happy and wrote down notes with his borrowed pen","41352"
"Megan drove her car on top of a very big hill | She hit the gas as she began to go downhill | She was zooming past all the other cars on the road | Once the road leveled out Megan slowed down | She never felt more alive than in that moment","42315"
"I went to talk to my teacher at my old high school | I forgot to check in at the office | I talked to her for a few minutes | Then the police stopped me | They towed my scooter","51234"
"When the roads cleared slightly, I made it down the street to a lot | I went inside the big chain store | I purchased a comforter | I went back to my car and tried to get some sleep | I woke up when an employee told me to leave","43125"
"I decided to give my mom $800 dollars in order to shop for Christmas | She was extremely thankful and hugged me | During the next month, she can out of money | She asked me if she can have $100 dollars | I was frustrated and walked away","51423"
"Christopher is sad because he has no prom date | A girl in his biology class catches his attention | Christopher befriends the girl he fancies | As prom night comes nearer, he asks her to be his date | Christopher and the girl go to prom together","12453"
"The other day I made a grilled cheese sandwich | It was very tasty | It was so good I wanted to make one for all my friends | I bought all the things I needed to make a lot of sandwiches | It turns out that my friends don't like grilled cheese","23154"
"Amy couldn't swim | She took a swim class at her Gym | It was weeks of practice | Amy and her husband went on vacation to Jamaica | Amy surprised her husband by showing she now could swim","21435"
"I was asleep when my two year old ran into the room panicking | I grabbed my robe and looked outside to see what he was scared of | I saw outside that it was snowing, something he had never seen | We bundled up and went outside to explore and play in it | We took a warm bath and a nap afterwards","12543"
"The twin towers had been brought down by planes | Everyone in Kate's office was talking about it | Work felt unimportant | Everyone wanted to keep up to date with the news | They all wished they could go back home and watch their TV's","21453"
"Tonya had just moved into a new house | She was planning a housewarming party | The day before, her dog had ripped up her carpet | Also, a small fire erupted in the kitchen as she was cooking | She was so mad, she canceled the party","54321"
"Frank angrily muched on a piece of pizza | He and his girlfriend had argued before the pizza came | Something on the pizza did not taste right | Frank was not speaking to Susie, so he said nothing | Susie did not tell him about the dead fly he angrily ate","23541"
"Jason worked as a bodyguard | He would work for a variety of different clients | One week, he was tasked with looking after Brad Pitt | He was a huge fan of Brad Pitt | Unfortunately, Brad wasn't very nice in person like Jason imagined","25134"
"I like the beach because of the ocean | However, I cannot stand the sand | Sand always ends up getting in between my toes | Making it hard to walk | People wonder why I always wear socks on the beach","53142"
"Tim was going to the club with friends | There was a long line outside | The wait was about half an hour | Tim's friends wanted to wait | Tim didn't and went home","25431"
"Dominic was not a movie lover | But he was eager to see the new Star Wars movie | He avoided ads so as not to ruin any surprises | He saw it right after school the day it was released | He was completely satisfied by the movie, and planned to see it again!","31425"
"Jared needed to find a replacement for bass guitar at his concert | He asked his friend but he was busy doing a gig | He asked another friend but he did not know how to play bass guitar | Jared posted an ad online asking for a bass guitarist | Jared met someone and was able to progress with the concert","12435"
"Ed wanted to play baseball with his son Matt | He bought a ball and bat | Then he taught Matt the rules | He and matt began practicing | Soon they were playing baseball every day together!","51342"
"I want to stay with him forever | He hurt me yesterday however | He said cruel things to me | I felt like running away | I told him I couldn't take it anymore","13542"
"Estelle was driving home from work | She was texting and did not see a stop sign | He car collided with another person's car | Estelle broke her neck and ended up in the hospital | The injury left her paralyzed, and therefore she never texted again","53241"
"I came home from work | Before I walked to the kitchen, my eyes were starting to close | I immediately collapsed on my bed | My brother struggled to wake me up the next morning | I felt puzzled when I woke up","41325"
"We used to go to the park all the time | One afternoon we went as usual | My brother decided to crawl on the floor | He cut open his knee | He needed 19 Stitches that night","53421"
"Kyle had outgrown his bunk bed | He donated his bed to a center in town | Kyle went to a furniture store | He bought a new bed | Kyle brought his new bed home","43521"
"Lisa has a lot of homework to do tonight | But she would really like to go to the football game | Lisa started her homework as soon as she got home, so now she can go | The football game lasted longer than expected and Lisa got home late | It was a good thing she did her homework early","41325"
"Wendel writes old forms of poetry for fun | He prefers to write in iambic tetrameter | And he especially likes writing in heroic couplets | Wendel submitted a poem to a contest | Wendel did not win the contest","35241"
"I played soccer goalie for one game as a kid | Unfortunately I allowed a lot of goals | The crowd got the best of me and I started to cry | Eventually I cost my team the game | I never played goalie again","15324"
"My husband recently joined a bbq competition | He makes the best BBQ ribs in the world | His sauce was really special, and it wowed the judges | They offered him second place in the competition, and he was proud | He is now considering starting his own BBQ business","52134"
"Tom gave me a shirt for my birthday | I thought the shirt was very ugly and not my style | Mary's birthday was coming up next month | I put the shirt back in the box and rewrapped it | The following month, I presented it to Mary for her birthday","42531"
"Jake is given an assignment | Jake does not spend much time on it | He plays video games instead | The next day in school he gives his presentation | He is given a failing grade for poor performance","34521"
"Ashley had been working hard at work | She always got there early and stayed late | Her bosses took notice | They called her into their office and offered her a promotion | She happily accepted","35412"
"Natalie decided that she'd like to go camping | She visited an outdoors store and bought supplies | She picked her location and set out on her adventure | She settled into her tent and stared at roof, bored | She pulled out her phone to play Clash of Clans","34125"
"Amelia tried walking to school | She walked under a tree for a short moment | A coconut fell from the tree | It knocked her on the head | She was unconscious for several minutes","51342"
"I had been looking all day for the perfect new car | However none of them seemed right | Maybe it just wasn't my day | Then I looked across the street and saw a beautiful BMW | My eyes lit up, because it was perfect","52341"
"Tom was really hot one day | And his air conditioner wasn't helping enough | So he went to his freezer and got an ice pack | And putting it on his forehead helped him cool down | Tom was glad he didn't have to spend money on a new air conditioner","41532"
"Meredith needed to buy a present for her Grandma | She knew her grandmother liked to read, and bought her a kindle | When her grandmother received the present, she was confused | Meredith had to explain what an ebook was, and show her how it worked | Her grandma was glad Meredith thought of her, but never used the Kindl","43251"
"Aiden always hated his name | He was deeply traumatized by his name for years | Kids in school always made fun of his name | When Aiden was an adult he went to court petitioned for a new name | The judge granted his request and Aiden was now Jake","53124"
"Greg approached Gina while she was trying to go to class | Since her friends were around, she felt embarrassed | She pretended that she didn't know Gary | Although he was confused, he still tried to get her attention | She walked away with her friends","43215"
"I used to drink out of paper cups | One day I decided to buy glass cups | I find the cups great | I can clean them easily | I only hate that I have already dropped and broken many!","42351"
"I wanted to spend less money on food | So I decided to bake my own granola bars | I brought them with me during bike rides | And I didn't have to stop at cafes any longer | I ended up saving lots of money","45213"
"Bella's teacher gave her an egg to look after | She had to keep it safe for a whole week | Bella did her best, and luckily, nothing bad happened | She returned the egg safe and sound | Her teacher gave her an A on the project","21354"
"Gabe played a lot of basketball in his childhood | Gabe would eventually play in college basketball | Many scouts looked at Gabe to see if he was good for the NBA | Gabe broke his leg | Gabe had to stop playing basketball","41253"
"Lea was so happy to have saved enough money for a new toy | Her mom took her to toy store | Once Lea got inside she could not decide on a toy | She kept looking and looking until a doll caught her eye | Lea decided on the doll as it looked like her and paid the clerk","34215"
"Vanessa didn't like winter or cold weather | Her parents were always trying to get her to play outside in the snow | Vanessa's parents showed her how to make a snowman from the snow | Vanessa loved the snowman so much that she built more snowmen | Now Vanessa's parents have to limit her time playing in the snow","51324"
"Lisa's boyfriend, James asked her to go to the movies | He wanted to take her to see the new movie, Suicide Squad | She thought she would hate it and regretted agreeing to go | Lisa actually enjoyed the movie | She was glad she went and had a great time","14325"
"Ben was riding his bike when he saw Nate on the side of the sidewalk | Nate had a flat tire in his bike and was about a mile from home | Ben offered to give Nate a lift home on his bike | Nate and Ben rode home together on Ben's bike | Ben felt good being able to help Nate get home","31542"
"Jacob loved being around nature | He seemed to never have time for it because of his job | One day, he found the perfect job for him and his passions | He put his resume together and applied for a park ranger position | Now he can quit his old job and become a better park ranger","35214"
"I found a hole in my panties and decided to get some new ones | I went to the store down the street | After looking over the kinds, I picked one I liked | I went to the register to make my purchase | Afterwards, I went home and put my panties on!","21345"
"I have been going to the library every day after school | I like to donate my time to read to children | The children love when I read to them | The children have requested me to read on the weekends as well | I have been going to the library seven day a week now to read stories","32415"
"I met a very nice man at church | We became friends and talked all the time on the phone | It was turning romantic but we kept meeting in public | He said he couldn't invite me over because of the mess | He was right, it was horrible but I still love him","15243"
"Brett secretly liked to dance | He especially liked dancing to kpop music | One day, his mom caught him dancing in his room | And Brett felt ashamed | Later on, he deleted all of his k-pop music and sold his speakers","31524"
"Chad's kids wanted to go to the zoo | Chad and his wife were too busy | They asked their grandparents to take them | They thought that was a great idea | The kids had a great time at the zoo!","54312"
"Jason wanted nothing more than to be on top of everyone else | To achieve his ambition, he devoted all his hours to devise a plan | He worked on the plan for years, adjusting details every day | But after years and years of work, he still wasn't at the top | In the end, the plan was so complicated, he had to let it go","31452"
"I've worked my whole adult life for a reason | All the time, I've been saving for a big trip | I always wanted to see the arctic wilderness | When I finally reached retirement, I planned my trip | It was worth the wait!","14523"
"John was walking down a street | John saw a restaurant | John ate at the restaurant and realized it was good | John would go to the restaurant daily | One day, John saw that the restaurant had shut down","12354"
"I sent flowers and a big cookie to my wife for V Day | I sent cookies to my daughter | I sent these items to work | Their colleagues were impressed | I was glad to show my love","12435"
"Jill always sent her graphic designer instructions at the last minute | One day, she sent him a job that she needed by the end of the day | However, her graphic designer was out sick | The job didn't get done and Jill looked bad in front of the client | Jill never waited until the last minute again","31452"
"I took French class in school many years ago | One time in that class, I decided to do my history homework | My French teacher noticed | She was not happy | She told my social studies teacher that this had happened","43152"
"Billy likes to go shopping at the mall | He asks his father if they can leave for the mall soon | His father says we're not going to the mall | We're going grocery shopping | He was only kidding and they went to the mall","54321"
"Jean was going to the dentist | She was going to have dental surgery | Jean was going to have to be put under anesthesia | Jean's brother went along with her | Her brother drove Jean back after the appointment","35412"
"The man sprinted down the track | His friend sprinted faster than him | He practiced sprinting for three months | He became faster than his friend | He made fun of his friend for being too slow","12543"
"Rufus was tired to have his neighbor's dog sniffing on his lawn | He put some rose bushes to block the dog from coming in | But the dog liked the roses so much, he peed on them | Rufus, tired, spoke to his neighbor | They agreed that if the dog didn't pee, Rufus would give roses","45123"
"Little Lorraine did not want to go to bed | First she required a story | After the story she claimed she needed to be cuddled | After being cuddled she demanded to be sung to while being rocked | Then after all of those requirements were met she still fought on","51423"
"Derek moved into a new house today | He's been up for 24 straight hours now | Moving furniture has really taken a toll on him | Derek realizes he has pulled a muscle in his back | He's very grateful that he thought to set up his bed first","23451"
"Tom's neighbors had kids | He thought they were loud and annoying | He would constantly tell them to quiet down when they were outside | They would never listen to him | Tom eventually complained to their parents about it","31425"
"It had been raining all week, and it put Sue in a gloomy mood | When the rain finally ended, Sue looked out her window | Out in the field was a rainbow | Sue loved the rainbow and it made her smile | Ever since, she looks for the rainbow after the storm","25134"
"Bob is a trucker who drove to the nearest stop to fill up on gas | At the stop, he filled the truck with gas and chatted with others | He made arrangements to meet up with one trucker at the next stop | They both drove to the next stop and had lunch at a nearby restaurant | After lunch, Bob finished work and checked into a motel for the night","25431"
"Sue was very tired | She decided to go home and take a nap | When she woke up, it was time to eat dinner | However, Sue decided to go back to sleep | Sue wasted her day away","34152"
"Kyle needed a new pair of headphones | He went to the store and tried on different ones on display | He asked the workers about their preferences | After checking reviews he bought them online through his phone | They arrived at his house shortly after he did","54132"
"Amy accidentally dropped her favorite watch, breaking it | She took the watch to a local repair shop | The clerk at the shop inspected the damage | The clerk told Amy the shop would repair the watch within one week | Amy was overjoyed that the shop would repair the watch so quickly","54132"
"Manuel was having a difficult time paying his rent | He knew that he would be evicted if he didn't figure something out | He then remembered that his friend was looking for a house | Manuel asked him to move in and be his roommate | His friend agreed and Manuel kept his house","14532"
"Janice wanted to get beers for her boyfriend after work | She couldn't decide which to get | Eventually she figured she would just get a variety of his favorite | Instead of paying, she tried to steal them | She got away with it and he got drunk","25413"
"Ron is a famous singer from a boy's band | He is forty-four years old | But since he was a teen, he has heard about a guy who looked like him | Ron met that men in a music retail store and research his history | He and that man were second cousins!","21345"
"Tom won a raffle at his office | He received a free lunch at a fancy restaurant | Tom was excited to go | He invited his girlfriend | Tom had a great time for free","51243"
"Ed dropped his new phone in a puddle | His friend told him to put it in a bowl of uncooked rice | He said it would absorb the water | Ed didn't believe him, but he was desperate | The next day his phone was totally back to normal","15432"
"Sammy wanted to get a new dog | Her parent thought she couldn't take care of it | She adopted an egg as a pet | She carried it around everywhere she went | Her parents bought her the dog","21345"
"My health began to slip as I got older | My doctor told me to change my diet to eat less fat | I began to follow his advice while eating | I ate healthy foods for months and felt a change | Even at an old age, I felt healthy again","54321"
"Enid poured some bubble bath under the running water | She couldn't wait to take a relaxing bath | As she waited for the tub to fill she noticed the bubbles growing | She realized she had put in too much bubble bath | The bubbled cascaded out of the tub and all over the floor","53421"
"Cody's mom has 5 brothers | He loved to hang out and play with all of them | But he got along with his Uncle Keanu the most | They liked the same games,movies and even foods | Cody said that Keanu was his favorite Uncle","12435"
"My old boss used to brew beer as a hobby | He made many types of beers and ales | His friends said he should sell his beer | One day he lost his job | He formed his own brewery and is doing well","42153"
"Zack's son wanted a bike for his birthday | But he knew he couldn't afford one | While Zack waited at a bus stop one day, he saw a bike with no lock | So he grabbed it and took in on the bus with him | When Zack's son got the bike for his birthday, he was ecstatic","15342"
"Bart got a skateboard for Christmas | Bart tried to ride the skateboard | Bart fell off the skateboard | Bart was scared of the skateboard | Bart hid the skateboard in his closet","32154"
"Today I raked my entire backyard | There was a lot of dead grass that needed to be cleaned up | I used the dead grass to start a fire in my burn ring | The burn ring was not able to contain the fire | I am glad I raked up the grass because the fire would have spread","21543"
"Sarah won a pageant preliminary | She now has four months to get ready for state competition | She has hired a personal trainer | Sarah is in the gym every day | Her trainer is determined that she will win swimsuit","12345"
"Mary's couches were torn and beat up | So she wanted a new one | She went to the store and found a nice couch | She bought it and got help from her son's to put it in her house | Mary loved her new couches","41235"
"Skip was standing in line for ice cream | He see's a pretty girl stand in line behind him | Skip turns around to her nervously | Skip introduces himself | The two walk off into the night getting to know each other","35142"
"Kate had stained the inside of the washer with Dye | She had to find a way to clean it up | Her mother suggested vinegar | She poured half the bottle in and let it run through a wash cycle | It faded the stain, but it was still visible","15234"
"Susan was making a scrapbook | She was making a page about a birthday party | She realized that she didn't have any photos from the party | Instead, she had her son draw a picture from the party | It turned out to be a cute alternative","14235"
"Gabe was eating lunch with his friends | They liked to play jokes on each other | When Gabe went to the restroom, his friend put salt in his soda | Gabe returned and gagged as he took a sip of his drink | His friends all roared with laughter","14235"
"Adam needed to go to the store, but his car would not start | He had to walk to the store | He put his headphones in and turned his music on | He walked at a brisk pace while listening to the music | He made it to the store quickly","12543"
"Alicia decided to have a party at her beach house | She invited all her friends | They blasted music and ate lots of food | However that came to a halt | Alicia's parents came back early and were not happy","45231"
"Tim had a huge party | He made carrot stew | However, everyone hated it | Tim began to cry | He then was happy when he realized his dog loved the stew","12534"
"Kelsi loved cupcakes | A new cupcake place opened up | Kelsi decided to try it | When she went in she ordered chocolate | The cupcake was heaven to her","13452"
"My friend Joe has kidney problems | His doctors are trying to diagnose his illness | One of his issues is excessive urination | His urologist prescribed Flomax | Joe was afraid of the side effects but so far is doing better","31542"
"Ann left the house, nervous for her first day at a new school | The principal greeted Ann and led her to her new class | The teacher smiled and showed Ann where to sit | The girl in front of Ann turned around and smiled | Ann was surprised to feel at home in her new classroom","24153"
"Brett was shopping for groceries | He packed his shopping cart full of food | He waited in line patiently at the checkout | All of a sudden he remembered he left his wallet at home | Brett went home to grab his wallet shortly afterwards","43521"
"Harry loved to scavenge for gemstones | He spent his weekends looking for topaz | One day, he finally found some yellow topaz | He took it home and shaped it into a gemstone | He sold the gemstone for a profit","34512"
"Jim's hands were sweating as he was walking to her front door | He had liked Jayme for so long, he was so happy to take her out | Jayme answered the door and walked to his car with him | They had a nice dinner at a diner and saw a show afterward | Both of them had a great time and agreed upon another date","15423"
"Gina had been in tights for 6 hours | The tight waistband was biting into her stomach | She pulled the waistband away from the indentation in her stomach | She pulled the tights off slowly | She wanted to savor every moment of her liberation for nylon","14325"
"Jane had a soft spot for animals | She decided to volunteer at a shelter | At the shelter, she was given the job of cleaning cages | All day, she cleaned nasty messes from the cages | Jane never went back to help at the shelter","12534"
"They were making a show about Amy's favorite books | She waited anxiously to see the show | As she watched she felt cheated | None of the characters looked like they did in the book | In the end she decided to stick to the books and ditch the show","15234"
"Bob's phone charger broke | Alas, he was expecting a call from his friend | Sure enough, his phone died and he couldn't recharge it | He quickly ran to the store to buy a new charger | He was able to charge his phone just minutes before his friend called!","54321"
"Joe was brushing his teeth | The water stopped working | Joe was sad | It turns out his faucet was broken | He bought a new one and it was perfect","21354"
"It was Rachel's birthday | Everyone decided to swim in the pool | Rachel didn't have a swimsuit with her | She decided to jump in with her clothes on | Even though everything was wet, she still had fun","24153"
"Peter was buying presents for his kids | He stocked up on board games | He wrapped them up and put them under the tree | He was excited for them to see them on Christmas morning | The family loved playing board games together","24513"
"Macy was eagerly waiting for her paycheck to come in for her vacation | It was a 3 state road trip covering CA, WA and OR, she was excited | When her check came in she packed her bags and met up with friends | They drove across the states and saw many attractions adding joy | At the end of their trip they all felt fulfilled and ready for work","12354"
"Louis liked working on computers | Louis started his own business working on computers | Louis accepted too much work when he started | Now Louis is overwhelmed with too much work | Louis hired a second person to help him finish all the computers","43521"
"Bobby was approaching her first day of kindergarten | Her parents knew that she would be very nervous | They waited till the day that school started to tell her about it | She didn't really understand what was happening | She cried all day and threw up","32154"
"Amanda went to a rock concert | She wanted to take a selfie with her favorite singer | After concert she waited in a backstage | He finally came | She took selfie and then he kissed her","43152"
"A friend told me Lime juice plus Kool Aid taste really good | I did not believe him but asked for the recipe anyway | He gave me me the same recipe that was on back of the Kool Aid package | My friend just add lime juice to the Koolaid recipe | I made the recipe and discovered lime juice Kool Aid really is good","24315"
"Tim was watching television at home at night | All of a sudden lightning hit nearby | It surged throughout Tim's house | Tim noticed smoke coming out of the television | It had burned out its circuits","23415"
"Georgia had acne which she hated | That was normal for a teenager, but Georgia was sixty | She went to the doctor to get medicine for it | But the medicine cost over a hundred bucks a month | Georgia decided to live with the acne","12354"
"Amanda was excited for her job interview at a big department store | This would be her first job interview | Amanda wore her favorite dress and flats to the interview | The manager who interviewed her ended up really liking Amanda | Amanda got a call two weeks later saying she got the job!","32415"
"Zach was reading an extremely interesting book as he walked | Suddenly the book slipped from his hands and fell to the ground | It went into a puddle, completely ruining it | Zach was agonizing over not being able to read the ending | Luckily he was able to find the story online to finish it","41235"
"Brian, Sean and I crossed a railroad bridge | The bridge crossed a large river | The tracks began to rumble and bounce | The train came | We jumped into the river","23451"
"Ashley has had long hair all of her life | She decided to get her hair cut short one day | After she had it shaved, she realized how much she hated long hair | Now she never has long hair and keeps her hair very short | She's a lot happier and looks a lot better, too","42315"
"Serena was playing with her baby one day | He was babbling a lot and she tried to encourage him to speak | Suddenly he said the word momma clear as day | Serena was so excited and she pulled out her video camera | Luckily she caught him speaking on the video","35412"
"Sam and her mom were grocery shopping | Sam's mom was looking at the soda | There was a new design on her favorite soda | The package boasted real cane sugar as an ingredient | Sam's mom shouted for joy","13245"
"Mike was graduating high school later in the day | He was very anxious, so he thought about skipping | He put on his clothes and then drove to the event | When he got there, Mike decided to drive back home because his nerves | When he got back home, Mike regretted skipping graduation","54213"
"Timmy requested a pirate themed birthday party | His mom couldn't find any toy swords at the store | She decided to buy cardboard boxes and aluminum foil | She cut swords out of cardboard and wrapped them in foil | All the kids at the party had fun playing with their safe weapons","51243"
"Bob was driving a big green tractor | He drove his tractor into a fence | The tractor smashed through the fence and kept going | Bob could not stop his tractor | Bob decided that he needed to learn how to drive his tractor","34512"
"Lana wanted to submit artwork for the yearbook cover | She was really hopeful that she would win | When she was submitting it, she noticed someone with great artwork | She became nervous that her's wouldn't be chosen | Luckily, her art was chosen for the cover","25134"
"Harry was a lawyer and was in the middle of court | He suddenly got a text from his mother | The text said that his uncle was dead | Harry asked for a stay in court | The judge granted it","45312"
"Billy very much wanted to buy comic books at the store every week | Unfortunately, Billy did not have enough money for comics | One day Billy's neighbor gave Billy his old lawn mower | Billy used the mower to cut some neighborhood lawns for pay | Now Billy has enough money for comics every week","15423"
"Becky needed a new bookshelf for all her novels | But she knew her mom couldn't spare the money for a new shelf | She decided to try to solve her problem herself | She found some scrap lumber and a few nails, and began working | She made herself a strong, attractive shelf - for free!","45123"
"I returned home with groceries one day after shopping | I carried my groceries into the house and put them on the counter | I opened my fridge, and noticed there was no room for my groceries | I began to clean out my fridge and put away my new items | After cleaning out the fridge, I had to take my trash out to the can","43152"
"Jim lost his hat at the train station | He put up posters of his hat | After a week, someone called Jim | She had found his hat on a bench | She returned it him and he bought her dinner to say thank you","15234"
"Dave's father brought him to a movie | The movie was a silent picture | Dave didn't know that the movie was silent | He was bored with the movie | Dave fell asleep in the movie","14352"
"Emily is looking for a job | She has to take personality tests for each job | She doesn't have enough time to take all of the tests for every job | Emily decides to pick the jobs she wants the most | Emily finished the tests for the jobs she wanted the most","13245"
"Elliott had children at a young age and spent most of his life working | His co-workers and kids knew the one vacation he truly wanted | As a surprise for his retirement they sent him on that vacation | Elliott went on an all expenses paid three week Bahama cruise | Those who visit him have the pleasure of a recounted tale of that trip","34512"
"Serena was a quiet girl and never got to go to parties | She grew tired of staying at home alone all weekend | She decided to throw a big party at her home to make new friends | She set everything up perfectly and watched as her guests mingled | They all had a great time at her party!","43152"
"She accidentally tipped over the monitor | She had been trying to clean up a spill | Tipping the monitor made it fall on the base | The base broke into several pieces | Now she would have to buy a new one","21435"
"Tom was graduating from high school | He didn't think it was that big of a deal | Once he got his diploma he heard big cheers from the crowd | Tom couldn't resist smiling | It meant a lot more to him than he thought","21354"
"Rex always had a love for the sport of football | He knew he could never quite be a player | He decided he wanted to coach the game | He asked the local high school for an internship | They granted his request and he started to coach the game he loved","52431"
"Once there was a man who was very shy and withdrawn | Everyone at his job seemed to be happier and more successful than him | When all hope seemed lost, he decided to put himself out there | He also started working out and became more confident | Overall, his life changed for the better","23514"
"Tim woke up early one day | He decided to eat cereal before work | After taking a bite he realized it was stale | Tim decided he didn't care | He kept eating it after it soaked in the milk a bit","34125"
