"original_story","reordered_story"
"I went to a barbecue restaurant with my friends | The waitress asked us our names | We told them incorrect names | It was confusing | We used each other's names","25413"
"Fernando noticed his boots were getting old | He decided to buy a new pair | Fernando found a great pair of new boots | He loved them | Fernando was happy he no longer had old boots","21543"
"My son in law's aunt, Sally was recently evicted | She had not paid her rent in a year | Sally and her adult son moved in with her mother | Sally's sister, who owns the apartment, was not pleased | She asked Sally to move out by the end of the month","32514"
"Justin's cell phone was stolen | He had a tracking app on it | Justin checked to see where it was on a laptop | He was able to pinpoint it to his own house | Justin had merely lost his phone and felt silly","13524"
"A couple hid Easter Eggs around the house for their kids to find | They came up with some very clever hiding spots | On Easter morning, their kids had fun trying to find them all | Unknown to anyone, the kids missed one hidden behind a radiator | When winter came and the heat came on, the stench was terrible","54132"
"I had a chipped tooth, so went to the dentist | He examined it and pulled the chip out | Now I have to get a root canal | I called every Dentist in town | Finally, I contact the University, and they will do the work","43251"
"Susie went to order some pizza | She was excited to try it | She thought it would be good | Unfortunately it was not | It was highly over cooked","13524"
"Kelly was scheduled to be ordained as a priest the night before | He was absent and some believed he had second thoughts about it | He was indeed having second thoughts and decided to party instead | He lived his life sinful without a care in the world | A total opposite transformation to what Kelly was suppose to be","43512"
"Jane cut her own hair yesterday | I was so upset at her | She took the scissors right to her bangs | She made such a mess of it | I have no idea how we are going to fix it","25143"
"Colleen signed up for surfing lessons | There were a lot of people at her first lesson | She recognized her neighbor just a few feet away from her | Colleen and her neighbor became close | They often surfed the waves together at the beach","13524"
"Molly was a little girl who thought wearing glasses was cool | She begged her parents to let her wear glasses | Finally, they took her to the eye doctor to test out her vision | It turned out that Molly actually did need glasses | She picked out the craziest pair, wearing them with pride","43251"
"John is the VP of a football team | He brought in the best players | He brought in the best coaches | The team wins many championship | John built a winner","31425"
"Sara worked at a jewelry store | She got a commission on every sale she made | One day a gentleman came in to buy his wife a nice ring | The man purchased an expensive anniversary ring from Sara | She made a lot of commission off the sale","32541"
"Kelly was a very outgoing person | She then moved to a new area | She was very unfamiliar with this area and this made her nervous | She tried really hard to make new friends | Eventually, she met a new group of people and moved on with her life","35412"
"Today I woke up to an email | It said I would receive a package | I waited and waited all day | Finally 7 pm arrived and I went to the mailbox | There was no mail there, I waited for nothing","12534"
"Oliver and Graham were in the car with their parents | They were going to watch a movie | Both boys wanted to watch different movies | Soon, they started to argue with each other | Finally, their parents picked a movie for them","12345"
"Carlie bought sparklers from a fireworks tent on the Fourth of July | She waited until it was dark outside | Carlie went outside in her driveway | She lit a sparkler | Carlie twirled around making designs with the sparkler","25341"
"I told Mark I would take him to feed the ducks | He put on his shoes and grabbed his jacket | We walked to the park with some bread for the ducks | Mark thought it was weird that ducks eat bread | Mark has been telling everyone how much ducks love bread","14523"
"Bill decided to enter a woodworking contest at his school | He decided he would sculpt up a piece of wood to look like his school | It took him 6 long months but he finally finished it | He ended up blowing the competition out of the water | He won first place and received a tuition as a reward","41532"
"Herbert always kept quite at the meetings | In the meeting on Friday Herbert spoke up | His boss commended Herbert on the input | Herbert became more involved in meetings | His boss gave him more responsibility as a result","41235"
"Allie was getting engaged | She told all her friends | They were not happy for her | Allie was so disappointed | She then realized maybe they were not true friends","42135"
"Tom's new neighbors were extremely annoying | They were loud and never cleaned up | Tom eventually called the landlords to complain | It seems others complained as well | The neighbors were kicked out within a couple of months","42315"
"Heather and Megan were working the garden | I came up to help them | They had me pulling weeds | All of a sudden a spider jumped on me and I screamed | The two women just watched me and laugh","34125"
"Tim wanted to buy a car | He found one he liked | He tried to get credit for it | Unfortunately his history wasn't that good | Tim wasn't able to get the car","34521"
"Ben created an app for cell phones | The app tells you where the closest gas station is at all times | Ben made the app free to the general public | A company offered to buy Ben's app from him | Ben sold his app and made lots of money","34251"
"Robert had a very big red couch | He sat in it almost every day | One day, the couch broke one of its leg | Robert had to rush to the store | Finally, Robert was able to sit on his couch","52314"
"Dan decided he would watch cartoons with his toddler today | Dan's daughter decided to watch her favorite show Peppa Pig | Dan could not believe that there was a cartoon about pigs | However, Dan quickly realized just how funny the cartoon was | Dan decided he would watch Peppa Pig with his daughter more often","51342"
"Pablo had several health issues | He learned he had a bad infection in his leg | Pablo had to have his leg amputated | He was given a prosthetic but he was nervous about using it | Pablo worked with a physical therapist and learned to walk again","12345"
"Lisa tried online dating | She is forty-one years old and gets feedback from guys younger | Her friend recommended a dating site designed for people over forty | Lisa signed up and after one week she was impressed | She met a man who was a professional photographer","23415"
"Sue loved eating meatloaf | She called a local restaurant to see if they had meatloaf | It was her lucky day, they did have meatloaf | Sue couldn't wait to get home and eat the meatloaf | The meatloaf was terrible, she threw it away","13425"
"Julie was scared to walk to school but she went anyway | As she rounded a corner she saw Kim | She'd fallen off her bike and was crying | Julie helped her up | She knew she wouldn't be afraid of Kim anymore","12345"
"Tim always wanted a new car | He grew up poor | Since he got his first job he started saving money away | It took him ten Years to finally have enough for a car | He still drives it to this day","31524"
"Jane was out with friends | Her pantyhose got caught in a nail | They got a big tear down the front | Jane decided to take them off | Nobody noticed the difference","35421"
"The boy opened his locker | His coat was not in there | He went back to his last class | The coat was still on the chair | The wallet was missing","15432"
"Tim wanted to sleep | He wasn't able to pass out | He tried a few tricks | Eventually he tried drinking warm milk | It helped a little bit","43125"
"Throughout Peter's math class, he had a bad headache | Although it was hard for him to pay attention, he tried to be calm | However, he had to leave 45 minutes before the end of class | His friend decided to look for him | He found peter, throwing up in the bathroom","32451"
"Fred was going on a date with Kelly | He was very nervous | Unfortunately it showed | His hands were so clammy that Kelly pulled away | Fred turned bright red and felt badly","34152"
"Frank took a trip to Washington DC with his family | Frank got to see all of the attractions during the week | However, the highlight of his trip was when he saw the president | Frank saw him pass by in his limo | Out of all the things he did, this was a memory he would never forget","15432"
"Jane was sitting on a bench at the park | A bird came by | It was wandering around | Jane decided to throw a piece of her sandwich on the ground | The bird ate it","35412"
"Gina was out of town at her uncle's house | She was beyond bored | She texted all of her friends | They weren't replying quick enough | Gina sat glassy eyed wanting, and waiting to leave","23415"
"Tyler went to the school nurse, complaining that he was itchy | The school nurse diagnosed him with hives | That night, Tyler's parents reviewed all the food he had eaten | Tyler told them he ate a peanut butter cracker | They gave him some Benadryl, and told him not to eat peanut butter","14235"
"My girlfriend was going out of town for the weekend | As soon as she left I called my ex-girlfriend and arranged to meet up | We went to one of our old hangouts | Thirty minutes later my girlfriend walked in and spotted us | Now neither one of them want anything to do with me","23514"
"Kim set up her flea market table early in the morning | She had to use a flashlight because it was dark | When she was done, other vendors started to come | They all walked by her table and were impressed with her preparation | The sun came out and Kim sat in her chair to wait for customers","54312"
"Rex is driving down the road | He hears a tick in his engine | He decides to pull over | He lifts the hood and finds white smoke everywhere | He calls a tow truck for help with his car","52341"
"Riley was afraid of spiders | She had to learn to get over it | She was locked in a room with them | Riley eventually became unafraid | Riley faced her fear and won","35214"
"Lisa was passionate about politics | she was encouraged by a friend to run for local office | She worked hard on her campaign | Lisa was always honest with her voters | Her honesty paid off with her first run for office being a success","54213"
"Mitch went to a basketball game | There was a big crowd at the ticket counter | The worker told Mitch that there were no more tickets | Mitch slammed a $50 bill on the counter and told him to check again | The worker said that he just found a ticket for him","51234"
"An old man walked with a cane | He started to fall on the ice | A person looking out for him saved him | The man was so thankful | The man bought the person a drink","25341"
"Ted was driving to a friend's house in a rainstorm | The road was covered with water | A report on the radio talked about dangerous flooding in the area | Ted didn't think the water ahead was too deep and kept driving | Ted's car was carried downstream by rushing waters","45312"
"I can play the lane perfect | My creep score is always high | The mid lane always has to back before I do | When the mid game starts, the tables turn | I end up losing the game","14253"
"May was walking down the beach | Suddenly a strange object got stuck in her toenail | She bent down and discovered it was a silver coin | She dug around the sand | She found many more silver coins, with no explanation!","12345"
"Jesse decided to get a tattoo on his finger | When he went to the artist, he would not do a tattoo there | Jesse decided to get black birds tattooed on his chest instead | This was way too much | Jesse now regrets his awful tattoo","51243"
"Jackie was eating a burger in a wrapper | She did not see a trash can, so she threw the wrapper on the ground | A cop saw her do this | He told her to pick it up | He wrote her a ticket and now she has to clean a park","53412"
"When I was driving down my street one day, I passed a pipe | Inside the pipe was a head, sitting upright | Panicking, I pulled over, out of breath and terrified | I ran out of my car and looked into the pipe, expecting the worst | Turned out it was just a large doll head that looked real","34125"
"Paulette took a semester off college | She laid in front of the tv all day watching MTV | Her mother told her to not be lazy and get a job | Paulette got a job being a stripper | Her mother cried regretting she told her to get a job","15342"
"It was time for the annual chili cookoff | Bill had been refining his recipe all year | He threw all his ingredients into the pot | The wind began to blow | Bill's pot was blown right off his burner","52143"
"Maya wanted to buy a new car | She finally found a car that she really liked | The dealership didn't have it in the color that Maya wanted | They ordered a model in that specific color | Maya returned to buy the car","51324"
"Sarah got a new puppy | The puppy barked at people and was unfriendly | Sarah took the dog to a trainer | The trainer worked with the dog for two weeks | Sarah's dog behaved wonderfully","12345"
"A few Year's ago, my kitten acted ill | She wouldn't eat and wasn't playing | The vet discovered floss around her tongue and snipped it off | After x-rays, they discovered it was in her intestine | Surgery led to the discovery of 12 feet of floss","31524"
"John saw a woman attempting to change a tire on the side of the road | John pulled over, getting out of his car to ask if he could help | The woman asked him if he could change the tire for her | John began to do this when he realized the woman got in his car | She drove away with John's car and wallet and pride","43215"
"Susie finished up her speech | At the end of her speech she got a lot of applause | Susie was really happy that people liked it | Many encouraged her to do some more | Susie agreed","12435"
"The detective took the suspect from the holding cell | He removed the handcuffs and told things were not looking good | The silence hung in the air very thickly between them | The detective slapped the suspect across the face | He fell over and told the detective he'll never confess","41325"
"Cameron is having internet installed in his house today | Unfortunately, the technician got lost and never showed up | Cameron called the internet company because he was very upset | The internet company sent another technician out immediately | Cameron now has internet and he is very happy with it","45231"
"I was asked to leave the church where I was a secretary | The pastor no longer wanted me working there | Half the congregation agreed, and the other half disagreed | They felt I didn't go to services there, so I shouldn't work there | Eventually, the church split into two over the ordeal","12345"
"Kate was going to visit her family out of town | She thought it would be fun to spend the summer with them | But she grew tired of them rather quickly | She had only intended to stay 2 and a half months | To her horror it ended up being closer to four months","52134"
"I was still very unhappy in Memphis | I tried hard to make it work | I didn't know how to be normal | I pretended, but I felt like a kid in a 35 year old body | Every day I thought about running away","12345"
"Jenny's parents were building a house | Jenny was at the site with them one day | She was walking when she felt a sharp pain | She realized that she had stepped on a nail | She had to go to the hospital and get stitches","52134"
"Emma wanted to make potato soup | She looked in a cookbook to find a recipe | She found a recipe that looked really tasty | She made the soup carefully, following all the instructions | It was so tasty she ate it all","21435"
"Alice's dog had three puppies | They were mini versions of her | Alice wanted to keep all three | Her parents decided to sell them | She visits them once a week to keep an eye on their health","51432"
"Shout had a friend for four years | They were very close | All the sudden her friend stopped talking to her | Shout was very upset | She didn't know what to do","42135"
"I had a dream last night | It was very disturbing | My son climbed a door and rolled over the top | He fell to the ground below | He laid there unable to move","14325"
"Jeffrey loved to see pandas eat bamboo | One day, he bought some bamboo | Then, he bought a plane ticket to Japan | Jeffrey was able to feed a panda himself | Now Jeffrey tells everyone that he fed a panda bamboo","34521"
"Our 2 year old granddaughter visited us from NYC | We live in Boston | We set up an inflatable bed | She did not like it at all | She ended up sleeping with her parents on the guest bed","42513"
"Kennedy loved sea animals | He had a pet turtle when he was a kid | One day, he decided to go to the aquarium | He had a lot of fun and even saw a shark | Now Kennedy goes to the aquarium every day","21354"
"Greg always cut off cars when he drove | He would speed in front of others and drive carelessly | One day Greg cut off what he thought was a regular driver | The driver turned out to be an undercover cop | Greg received a ticket from the undercover cop and had to go to court","13245"
"Ross was really into adventure games | His friend bought him a new shooting game on Steam | Ross played with his friend online for hours | Ross eventually became really good at the game | He was good enough to become a professional gamer","13425"
"Tamra decided she wanted to go to Costa Rica | She took  a bunch of her friends to join her | When they got there they immediately went on a zip line | Unfortunately Tamra hurt her arm on the zip line | She then as a result stopped her trip","34512"
"The kids were inside grounded | They wanted to play outside | The cleaned the whole house from top to bottom | Their parents were impressed and let the kids play | The ended up having a great time outside","31452"
"Sam loved to eat all kinds of salty foods | Since he was a youth, he consumed heavy amounts of salt | As Sam grew older, he continued pouring salt on everything | One day, Sam got very sick, and fell with a huge headache | The coroner found that it was too much salt, but it was too late","42351"
"Brett met a new friend at work who invited him to for a bike ride | Brett wasn't in shape but figured they would only go for a short ride | They went to a park Brett thought was pretty small | After a half hour he asked his friend how long the ride would take | Brett found out he was doomed to a four hour round trip","45312"
"Hugo saw his friend sprain his ankle | He told his friend to drop out of the big race | His friend ignored him | So he told his trainer | The trainer ended up telling him to not attend","12345"
"Queen Desiree was a single widowed queen suffering from sadness | She ruled an empire and was loved by her people but not a king | She had lost her husband to an assassination two decades earlier | She started to lose her mind and with that her capability to rule | She became desperate and hung herself in a last attempt for affection","21345"
"Ann loved to build snowmen | She went outside in the snow | Than she began to roll it in balls | Soon she had a big Snowman | Ann had the coolest snowman on the block","14325"
"I had a friend named Ronin who lived with his mom | He was pretty intense, and worked out every day | One day his mom enrolled him in Kendo | Ronin worked very hard in Kendo | That year he won the state competition in Kendo","15423"
"Larry was driving at night along a highway | He saw a sign for an adult book store | Larry was an adult and loved to read | He stopped at the store and stepped in | Larry asked the puzzled clerk if they had Pride & Prejudice","35124"
"Michelle lived in Florida and loved to go to the beach | She would load her beach bag with snacks and put on her swimsuit | Saturday she had plans to go to the beach but it was raining | Michelle was very disappointed and at this point had no other plans | She finally decided not to waste the day and went to the mall instead","51243"
"Nick and Tom were best friends | They decided to drive into the city to watch a band perform | They had a great time listening to the band | They got lost on the way home, it took 2 hours to arrive at home | They laughed about it and enjoyed seeing their unique city","45132"
"The Duchess of Cambridge aspired to be queen | She dreamed of being on the throne and ruling | The current queen had fell ill suddenly and died | The Dutchess now had nothing in her way | The Duchess became the Queen at last","52314"
"The woman tried to tie a turban | It kept falling off of her friend | Her friend helped her tie it | It fell of her head again | She took off the turban","12345"
"Karl was hungry | He had plenty of food at home | He was just too lazy to cook anything | Instead he got fast food | It was not fulfilling","45231"
"It was Asher's first day of school | He was nervous and excited to go | Asher was afraid he would miss his parents | After he got to school he started playing with new friends | The school day was over before Asher had a chance to miss his parents","43152"
"Bill was climbing trees | He didn't let anyone else climb them | Bill considered himself an expert at tree climbing | He didn't want anyone to climb that wasn't an expert | However, once people climbed up with him he was happy he wasn't alone","25431"
"Taylor was walking home from school | She passed a house with some chained up dogs in the yard | The two dogs seemed very upset by her presence | They barked angrily, jumping towards Taylor | Taylor was frightened and she hurried to get away","21345"
"Beltar was from France | He came to America for a vacation | And was bombarded with Coneheads jokes | Everyone would ask what happened to his head | It became tiresome quickly","51234"
"Last night I was drinking some grape juice | I had two glasses | Unfortunately when I was drinking it, I spilled some | It went on the couch | I immediately had to get stain remover","41235"
"Jasmine was walking to the store | She noticed someone near her on the sidewalk | It was a man who was yelling and seemed drunk | Jasmine felt really uncomfortable and decided to get away | She crossed the street and the guy gave her no issues","31245"
"Rita worked as a waitress at a busy restaurant | She loved her job but lately the customers were not tipping well | She began to wonder if she was doing a bad job | However, one day she received a huge tip from a guest | This made her very happy","24153"
"Dan wanted to become a great painter | Dan signed up for art classes at his local college | Dan watched inspiring films about great artists | Dan poured his soul into an oil painting that meant much to him | Dan sold that painting at a local gallery for over a thousand dollars!","21345"
"The puppy scratched at the door | He wanted to go out to play | A man opened the door for the puppy | The puppy ran outside | The puppy looked very happy as it ran in the yard","12435"
"Today I went to lunch | I got the gumbo | It was good but salty | I drank a lot of water | I would still get it again though","41235"
"Gina was the last one to the car | All her siblings had chosen seats | She didn't want to sit in the middle for the 9 hour ride | She begged her mom to force her brother to scoot over | She was upset when her mother forced her to sit in the middle","12345"
"Bill was having a terrible day | He couldn't find his lucky hat | He didn't even have enough luck to remember where he saw it last | He searched the closet, stopping in front of his mirror | His hat was on his head","12453"
"Anna was at the beach playing in the water | Then she went too deep and started to flail about | Luckily, a lifeguard was watching | He jumped in and pulled her to shore | Anna thanked him profusely!","13425"
"Recently, I began creating my own computer game | I am doing all of the work myself | Typically, there would be an artist, programmer, and many more people | The progress is slow, but it is also steady | I look forward to finishing it and sharing it with friends and family","21453"
"Tom was on a date | They were watching Netflix | Neither could decide on what to watch | They both pretended not to care | It was frustrating and almost ruined the night","12345"
"Max went to football tryouts for the first time | The coach asked him what position he wanted to play | Max said that he wanted to be quarterback | The coach told him that they did not need a quarterback | Max decided to try out for the running back position instead","12354"
"Donna was terrified | She had just come home to find her house on fire | The firemen were already there | She watched them battle the blaze | Soon they had it under control and her house was saved!","53124"
"Ray wanted to surprise Suzy by making her dinner | Ray started to fry some chicken | A large grease fire suddenly engulfed the kitchen | Ray and Suzy's house burned down | When Suzy came home from work, she was very surprised","24135"
"Jason feels that his work chair is very uncomfortable | Jason asks his boss for a new chair | His boss agrees, but says Jason must go get it from the store | Jason drives to the store | He picks up the new chair for his office","34521"
"Elly had a history exam coming up | She kept putting off studying to hang out with friends | The night before the test she was super worried | She stayed up all night studying | Elly passed her exam but was exhausted","51432"
"I wanted to make vegetable stir fry | I walked to a local grocery store | It was closed as that day was a holiday | I took the long way home in dejection | I encountered a farmer's market and bought what I needed","53241"
"Jeff is eating his lunch | He notices his teeth hurt | He schedules a dentist appointment | He visits with the dentist | Jeff gets a bad tooth removed","15234"
"My uncle Freddy is a pizza delivery man | He drove the delivery car all across town yesterday | He delivered pizza to a family who tipped him generously | Their next door neighbors did not tip him at all | Freddy decided that everyone should tip pizza delivery people","34125"
"Aaron wanted to buy a new pair of socks | All of his existing pairs had holes in them | Aaron picked up a pack of fresh wool socks | When he put them on he was amazed at the comfort | He had not bought new socks in almost a decade","32451"
"Sally asked her parents if they could get a family pet | The family decided to visit a shelter to choose a pet | At the shelter, they looked at puppies and older dogs | A spotted puppy caught their attention by jumping up and down | Sally and her family chose the puppy to bring home","12345"
"Tom liked to destroy things | He pulled up his father's flowers | His father made him plant more flowers as a punishment | Tom was very tired after planting all weekend | Tom never pulled the flowers again","32541"
"Gene needed to get a message to his friend | He tried email, but his internet wasn't working properly | It wasn't urgent, so he decided to write a letter | It took him a while, as his handwriting was poor | After much effort, he mailed the letter to his friend","42315"
"Lucy woke up Saturday morning to a wonderful smell | She couldn't tell what it was right away | It was cinnamon | Her mother had made her special homemade cinnamon rolls | She rushed downstairs to get one before her brother ate them all","45123"
"Jay was a teacher | All his friends thought his job was fun | They had no idea how hard it was | Jay spent hours to prepare lessons | His friends never understood","12345"
"Carl was really fat and unhealthy | So he convinced his brother to get gym passes | They both started a workout routine | They worked out for a year | Carl was no longer fat or unhealthy","54312"
"One day Jon decided to go for a walk | On the way, he saw a squirrel | He managed to get really close to it | But then it ran away | Jon laughed","43152"
"Bobby was hanging out with his father Hank at work | Suddenly a truck full of propane tanks pulled up | Bobby hopped to work unloading the tanks, thinking they were full | When Hank saw what Bobby was doing he stopped him immediately | Bobby had been unloading empty tanks not loading up empty ones","21453"
"Rupert owned a local woodworking shop | One morning he arrived to open up | He was sad to see his windows broken with rocks | He called the police who investigated the scene | Luckily they caught the guy who paid to repair the window","45312"
"Tanya was on a diet | Her husband went into the hospital | Tanya was stressed | She ate a lot of fast food for a week | Tanya gained a few pounds when her husband was sick","12345"
"We went to a community yard sale last week | A friend had recommended that I check out the musical instruments | I saw a few really junky guitars that were way overpriced | As I was leaving, I saw a yard sale across the street with a guitar | It was dirty, but in very good shape for ten dollars, so I bought it!","13524"
"Anna wanted to go to space camp | She sent in her application | They invited her in for an interview | She was personable and friendly | Then they offered her a spot at space camp!","43521"
"John made coffee for his guests | He warned them that is was very hot | One of the guests ignored the warned | She burnt her tongue and cried out | John shook his head and said it was hot","23145"
"A student parked his car in the school lot and walked to class | The student was approached by another man on his way | The man asked if he knew where the library is | The student pointed in the distance | The man thanked him and walked in that direction","21354"
"Lucy was bored watching TV with her grandpa | He wanted her to stay and watch TV with him | Grandma came into the room | Lucy eagerly attempted to help with her chores | Grandpa laughed and suggest she relax and enjoy the show","21534"
"Sandy always liked full moons | Last week she invited people over to have a night picnic | It was bright because of the full moon | They had wine and crackers and had small talk | They eventually went back in when it got too cold","21354"
"One day there was a blood drive at my work | I was terrified of needles, but I really wanted to donate | The woman who drew my blood was patient and gentle | She held my hand and rubbed my shoulders to keep me calm | Now, I donate every time my work sponsors a blood drive","34215"
"Jon was writing stories for his work | He was getting tired of writing | He decided to write a script to make up stories | His boss caught him | Jon was promptly fired","23415"
"Neil hated to call in sick to work | One day he had the stomach flu | He went to work anyway | He made lots of people sick | He never went to work with the flu again","53241"
"Today I went for a walk on the beach | The sun was so warm and the ocean waves so calming that I got sleepy | I lay down on the warm sand and fell asleep but only for a moment | Almost immediately I felt someone was watching me | I opened my eyes and a huge pelican was standing just a few feet away","12345"
"The family went camping | They forgot the tent | It rained that night | They all had to sleep in the van | The van was too crowded for comfort","41325"
"Sydney and Luis had been dating for a while | Sydney lived several hours from Luis and wants to move closer | Luis is helping her find an apartment closer to his town | An apartment right down his street opened up | Sydney is getting ready for the move this weekend","21543"
"I went outside to enjoy a cigarette one morning | I walked to my driveway to check the mail | All of a sudden, I noticed a deer running straight at me | I began to run away as the deer chased me into my house | I looked out my window and saw the deer baby by my mailbox","41325"
"Diana wanted to impress her boyfriends | She made homemade pasta with handmade noodles | The sauce was also from scratch and tasted delicious | Her boyfriends came over and the four of them ate the pasta | Everyone thought it was delicious and thanked Diana","24513"
"Austin wanted a new video game system | He had two choices save up the money or wait till his birthday | Austin decided to wait till his birthday as that would be easiest | Soon his birthday was close by and he told his parents what he wanted | His parents were kind to gift him the game system that he wanted","51234"
"When I was a small child, I was unusually strong | In gym class we had the Presidential Physical Fitness award each year | The boys would stand amazed as I did pull up after pull up | We finally had the evaluation and I did the best of anybody | At the end of the year I was called to the stage to receive the award","45321"
"Bob took Laura to a Monster Truck Rally | They sat on the front row | Laura watched all the different trucks | She also saw different cars get crushed | It was Laura's first time at a Monster Truck Rally","12345"
"The teacher gave the class a bell ringer to complete | Tina had difficulty answering the question | Therefore, she didn't write much | The teacher looked at her paper and was mad at her | Instead of correcting her, the teacher ridiculed her","24135"
"Me and my family went blueberry picking for a day | When we arrived, we picked up baskets, and headed out to the field | We picked for hours and probably ate more than we picked | We finished filling our baskets and went to check out | The cashier jokingly said we should be weighed before and after too","51432"
"A man wanted to make his varsity high school sport team | He learned from the best player that footwork was very important | He began training his foot coordination and quickness | He noticed he was able to move better during competition | The following year he made the varsity team and was happy","23415"
"Jessica woke up one morning and got ready for work | She got into her car to head to work | The car would not start | Jessica started to panic | She quickly realized that she could ride the bus to work so she did","43152"
"A bear walked into a city | A bunch of people were scared | They feared the bear would eat their kids | They got their guns to hunt it | They shot the bear","52413"
"John had his things stolen | They broke into his apartment | He checked local pawn shops | He found some of his things at one of them | It helped track down the thieves","15234"
"Quentin notices that many of his friends have moved out of Manhattan | He decides that he wants to move as well | After weeks of research, Quentin finds a nice apartment in Brooklyn | He moves his stuff into his new apartment | Finally Quentin has joined his friends in leaving Manhattan","23451"
"Jane sat reclined in the chair by the pool | Ted came by, like usual, at 10am | He started to get his cleaning supplies out of the truck | He spent the next hour cleaning the pool with Jane sat and watched | Ted finished, and Jane paid Ted","25341"
"I was having a hard time picking out a gift for my mother | It was almost Christmas and I wanted to get her something really good | I searched high and low, all over the mall | Finally, I found a stuffed animal that looked just like her dog | I had found the perfect Christmas gift","12453"
"Scarlet was a pirate ship's parrot | She loved her job | If the crew was bored, she told jokes and performed tricks | When they attacked another ship, she hurled insults at the enemy | Best of all, she ate exotic island fruits and seeds every day!","21354"
"Holly was tired of drinking only water | She decided to make a pitcher of lemonade | Holly tasted the lemonade | It was sour | She added more sugar until it tasted right","15324"
"Sam was trying to cook dinner | He could barely cut any vegetables | All his knives were dull | He tried sharpening them but it didn't work | Sam wound up having to buy a new set","21345"
"Ralph woke up and it had snowed overnight | He asked mother if he could go sledding and she said yes | Ralph grabbed his sled and climbed up the hill by his house | Ralph raced down the hill on his sled but crashed | He now has a broken arm and can't sled again until it heals","13425"
"Raymond just got a stack of papers and needed a stapler to attach them | He looked on his desk but the stapler wasn't there | Raymond rushed to the store to buy a new stapler | After he purchased the stapler, he bought staples | Now Raymond is able to staple the papers together","34152"
"Simon fell on a patch of ice while getting to his car | At first it only hurt so he wasn't worried | But as the day passed by, he realized something was very wrong | He went to the hospital to have his hip checked | And was sent home with a three week admonition to stay in bed","12345"
"Jan worked at a deli | Her good friend at the deli needed a ride to work | Jan offered to give him a ride | The man was delighted with the offer | The man later cancelled after he learned the car smelled of bad cheese","35412"
"Nick is driving | He sees a cat in the road | He acts quickly to avoid the cat | Nick barely avoids the cat | He is relieved that it wasn't harmed","42351"
"Our daughter's best friend in college is rich | Her father is a millionaire | Recently my wife posted her retirement on FB | The father said he wished he could do that | I think he is very disingenuous","51234"
"Patty was confused | She was having a Halloween party and she didn't recognize someone | They were dressed as a ghost | She went over to ask then who they were | They saw her coming and ran away","14235"
"My wife buys six bananas at a time | She vows to eat them but never eats more than three | The others get brown and dumped | Last week I bought a blender and made smoothies | Now we use up all of the bananas","23415"
"Jim is having a sleepover | His friend Ian is sleeping  over | They watch a movie and eat popcorn | They get their pajamas on | They fall asleep early","14235"
"Today is my first day at my new job | I am now a preschool teacher | One my one, each of my students arrived | I greeted them all with a smile | My nerves quickly left me as each of them returned a smile","32415"
"Luke noticed that his phone was running low on battery power | He decided to plug it into an outlet | Slowly his phone began to regain battery power | When it was finally full, Luke unplugged it | He was glad that his phone was no longer running low on power","25314"
"Ethan was very hungry | He left class early to get some food | He found a vending machine | He put in a dollar | He got the food he wanted!","25431"
"John is an accountant who works long hours | He is loved by his coworkers and boss | They gave him cheesecake for his birthday | John brought donuts for them as a thank you | They like him even more now","23541"
"Edward was told not to look at the solar eclipse | He was told it would damage his eyes if he did look at it | Edward tried hard to not look at the solar eclipse, but did anyway | The blinding light hurt his eyes and made him look away in pain | He hurt his vision and now needs glasses to see","41523"
"Several years ago Ruth moved to Florida | She got a job in a large company near her home doing customer service | After a while Ruth made friends at work | One of the people she met was from her home state of New Jersey | Now after many years they still remain friends","35421"
"Tim was going to the circus | His mother told him there would be elephants | Tim was scared | Elephants were big and scary | Once he saw them do cool tricks he wasn't scared anymore","13452"
"Graham woke up and saw that it was snowing heavily | He checked online to confirm that today was a snow day | He was so glad to stay home from school that day | He spent it all sleeping and catching up on projects | It ended up being even more productive than school","31452"
"A group of friends went on a hike | One of the friends tripped over a large root in the ground | She twisted her ankle badly | She hopped on her friend's back | He carried her back to get medical treatment","54213"
"Rina got in the shower | She put a generous amount of shampoo in her hair | Then she washed it out | She grabbed the conditioner | Rina discovered she ran out of conditioner","21345"
"Katie saw a weird bruise on her leg | She went on webmd and found her bruise matched cancer | Of course she started panicking and crying | After waiting in the emergency room for hours the doctor called her | He took a quick look and diagnosed Katie with a bruise","31542"
"Ed did not like rice | Then his girlfriend offered to make him a special dish | She boiled the rice and buttered it | Then she gave it to Ed, who tried it | Ed decided rice was not so gross after all","25143"
"It was Ray's last day as a newsman | He looked at his script from the night and took out a pen | He changed around some stories and wrote an original poem | His producer was very confused by the broadcast when it aired | Ray finished his segment and took a bow","15324"
"Jake's dad have given him a new Power Wheels truck | Jake and his friend Dan rode around on the truck for hours | Jake was always the driver | When Dan asked Jake reminded him it was his truck | Jake didn't care when Dan left in a huff","12453"
"Jane was driving at night | A cop turned its lights on behind her | Jane was alone and unsure | She feared that it was a fake cop | Jane drove to a brightly lit parking lot","32514"
"Amy hadn't been speaking to her crush Ray | Ray had been cold and distant for weeks | One day at lunch he gave her a muffin | Amy was more confused than ever before | She had no idea if Ray liked her or was just being nice","52134"
"My dad took me fishing | As we stood on the bank, I looked down | There I saw a small green snake | I wasn't afraid of it | I even bent down and picked it up, thinking it was cute","24351"
